Area,Site (MPA/ REF),Common Name,Month,Length (cm),Depth Released (ft),Year
PL,MPA,Blue Rockfish,July,26,80,2009
PL,MPA,Blue Rockfish,July,28,80,2009
PL,MPA,Blue Rockfish,July,24,80,2009
PL,MPA,Blue Rockfish,July,24,80,2009
PL,MPA,Blue Rockfish,July,26,80,2009
PL,MPA,Blue Rockfish,July,25,80,2009
PL,MPA,Blue Rockfish,July,32,80,2009
PL,MPA,Blue Rockfish,July,22,80,2009
PL,MPA,Blue Rockfish,July,26,80,2009
PL,MPA,Blue Rockfish,July,25,80,2009
PL,MPA,Blue Rockfish,July,36,85,2009
PL,MPA,Blue Rockfish,July,25,85,2009
PL,MPA,Blue Rockfish,July,24,85,2009
PL,MPA,Blue Rockfish,July,25,85,2009
PL,MPA,Blue Rockfish,July,32,50,2009
PL,MPA,Blue Rockfish,July,29,50,2009
PL,MPA,Blue Rockfish,July,30,50,2009
PL,MPA,Blue Rockfish,July,34,50,2009
PL,MPA,Blue Rockfish,July,27,50,2009
PL,MPA,Blue Rockfish,July,33,45,2009
PL,MPA,Blue Rockfish,July,24,45,2009
PL,MPA,Blue Rockfish,July,20,45,2009
PL,MPA,Blue Rockfish,July,23,45,2009
PL,MPA,Blue Rockfish,July,32,105,2009
PL,MPA,Blue Rockfish,July,29,105,2009
PL,MPA,Blue Rockfish,July,31,100,2009
PL,MPA,Blue Rockfish,July,21,105,2009
PL,MPA,Blue Rockfish,July,26,105,2009
PL,MPA,Blue Rockfish,July,34,95,2009
PL,MPA,Blue Rockfish,July,33,95,2009
PL,MPA,Blue Rockfish,July,31,95,2009
PL,MPA,Blue Rockfish,July,21,95,2009
PL,MPA,Blue Rockfish,July,32,95,2009
PL,MPA,Blue Rockfish,July,25,92,2009
PL,MPA,Blue Rockfish,July,26,92,2009
PL,MPA,Blue Rockfish,July,36,92,2009
PL,MPA,Blue Rockfish,July,27,92,2009
PL,MPA,Blue Rockfish,July,25,92,2009
PL,MPA,Blue Rockfish,July,28,100,2009
PL,MPA,Blue Rockfish,July,34,100,2009
PL,MPA,Blue Rockfish,July,26,100,2009
PL,MPA,Blue Rockfish,July,32,100,2009
PL,MPA,Blue Rockfish,July,28,100,2009
PL,MPA,Blue Rockfish,July,28,100,2009
PL,MPA,Blue Rockfish,July,24,100,2009
PL,MPA,Blue Rockfish,July,34,75,2009
PL,MPA,Blue Rockfish,July,24,90,2009
PL,MPA,Blue Rockfish,July,24,90,2009
PL,MPA,Blue Rockfish,July,30,90,2009
PL,MPA,Blue Rockfish,July,26,90,2009
PL,MPA,Blue Rockfish,July,23,90,2009
PL,MPA,Blue Rockfish,July,22,90,2009
PL,MPA,Blue Rockfish,July,25,90,2009
PL,MPA,Blue Rockfish,July,32,90,2009
PL,MPA,Blue Rockfish,July,23,80,2009
PL,MPA,Blue Rockfish,July,35,90,2009
PL,MPA,Blue Rockfish,July,33,85,2009
PL,MPA,Blue Rockfish,July,32,85,2009
PL,MPA,Blue Rockfish,July,30,85,2009
PL,MPA,Blue Rockfish,July,33,85,2009
PL,MPA,Blue Rockfish,July,33,85,2009
PL,MPA,Blue Rockfish,July,24,90,2009
PL,MPA,Blue Rockfish,August,31,78,2010
PL,MPA,Blue Rockfish,August,29,78,2010
PL,MPA,Blue Rockfish,August,27,78,2010
PL,MPA,Blue Rockfish,August,25,78,2010
PL,MPA,Blue Rockfish,August,24,95,2010
PL,MPA,Blue Rockfish,August,20,78,2010
PL,MPA,Blue Rockfish,August,35,78,2010
PL,MPA,Blue Rockfish,August,27,78,2010
PL,MPA,Blue Rockfish,August,29,78,2010
PL,MPA,Blue Rockfish,August,28,80,2010
PL,MPA,Blue Rockfish,August,27,85,2010
PL,MPA,Blue Rockfish,August,27,85,2010
PL,MPA,Blue Rockfish,August,27,96,2010
PL,MPA,Blue Rockfish,August,30,96,2010
PL,MPA,Blue Rockfish,August,32,96,2010
PL,MPA,Blue Rockfish,August,28,102,2010
PL,MPA,Blue Rockfish,August,28,87,2010
PL,MPA,Blue Rockfish,August,14,87,2010
PL,MPA,Blue Rockfish,August,26,87,2010
PL,MPA,Blue Rockfish,August,28,87,2010
PL,MPA,Blue Rockfish,August,29,65,2010
PL,MPA,Blue Rockfish,August,25,65,2010
PL,MPA,Blue Rockfish,August,27,65,2010
PL,MPA,Blue Rockfish,August,31,65,2010
PL,MPA,Blue Rockfish,August,29,65,2010
PL,MPA,Blue Rockfish,August,31,65,2010
PL,MPA,Blue Rockfish,August,29,65,2010
PL,MPA,Blue Rockfish,August,24,65,2010
PL,MPA,Blue Rockfish,August,29,60,2010
PL,MPA,Blue Rockfish,August,34,60,2010
PL,MPA,Blue Rockfish,August,28,60,2010
PL,MPA,Blue Rockfish,August,21,80,2010
PL,MPA,Blue Rockfish,August,31,103,2010
PL,MPA,Blue Rockfish,August,21,80,2011
PL,MPA,Blue Rockfish,August,31,79,2011
PL,MPA,Blue Rockfish,August,33,79,2011
PL,MPA,Blue Rockfish,August,27,100,2011
PL,MPA,Blue Rockfish,August,31,90,2011
PL,MPA,Blue Rockfish,August,31,90,2011
PL,MPA,Blue Rockfish,August,32,90,2011
PL,MPA,Blue Rockfish,August,30,90,2011
PL,MPA,Blue Rockfish,August,30,83,2011
PL,MPA,Blue Rockfish,August,31,83,2011
PL,MPA,Blue Rockfish,August,27,83,2011
PL,MPA,Blue Rockfish,August,35,90,2011
PL,MPA,Blue Rockfish,August,34,90,2011
PL,MPA,Blue Rockfish,August,30,90,2011
PL,MPA,Blue Rockfish,August,31,90,2011
PL,MPA,Blue Rockfish,August,29,85,2011
PL,MPA,Blue Rockfish,August,32,98,2011
PL,MPA,Blue Rockfish,August,32,98,2011
PL,MPA,Blue Rockfish,August,30,98,2011
PL,MPA,Blue Rockfish,August,29,98,2011
PL,MPA,Blue Rockfish,August,31,98,2011
PL,MPA,Blue Rockfish,August,31,85,2011
PL,MPA,Blue Rockfish,August,29,81,2012
PL,MPA,Blue Rockfish,August,19,94,2012
PL,MPA,Blue Rockfish,August,32,94,2012
PL,MPA,Blue Rockfish,August,23,98,2012
PL,MPA,Blue Rockfish,August,32,113,2012
PL,MPA,Blue Rockfish,August,31,112,2012
PL,MPA,Blue Rockfish,August,32,112,2012
PL,MPA,Blue Rockfish,August,23,112,2012
PL,MPA,Blue Rockfish,August,22,112,2012
PL,MPA,Blue Rockfish,August,25,112,2012
PL,MPA,Blue Rockfish,August,31,105,2012
PL,MPA,Blue Rockfish,August,24,105,2012
PL,MPA,Blue Rockfish,August,24,105,2012
PL,MPA,Blue Rockfish,August,25,105,2012
PL,MPA,Blue Rockfish,August,22,105,2012
PL,MPA,Blue Rockfish,August,31,105,2012
PL,MPA,Blue Rockfish,August,22,90,2012
PL,MPA,Blue Rockfish,August,30,108,2012
PL,MPA,Blue Rockfish,August,31,90,2012
PL,MPA,Blue Rockfish,August,31,90,2012
PL,MPA,Blue Rockfish,September,32,92,2007
PL,MPA,Blue Rockfish,September,34,92,2007
PL,MPA,Blue Rockfish,September,28,92,2007
PL,MPA,Blue Rockfish,September,32,92,2007
PL,MPA,Blue Rockfish,September,33,92,2007
PL,MPA,Blue Rockfish,September,30,92,2007
PL,MPA,Blue Rockfish,September,31,92,2007
PL,MPA,Blue Rockfish,September,33,92,2007
PL,MPA,Blue Rockfish,September,37,92,2007
PL,MPA,Blue Rockfish,September,32,92,2007
PL,MPA,Blue Rockfish,September,36,92,2007
PL,MPA,Blue Rockfish,September,29,92,2007
PL,MPA,Blue Rockfish,September,33,92,2007
PL,MPA,Blue Rockfish,September,24,92,2007
PL,MPA,Blue Rockfish,September,28,118,2007
PL,MPA,Blue Rockfish,September,23,118,2007
PL,MPA,Blue Rockfish,September,24,118,2007
PL,MPA,Blue Rockfish,September,32,118,2007
PL,MPA,Blue Rockfish,September,36,118,2007
PL,MPA,Blue Rockfish,September,36,118,2007
PL,MPA,Blue Rockfish,September,25,118,2007
PL,MPA,Blue Rockfish,September,28,118,2007
PL,MPA,Blue Rockfish,September,20,118,2007
PL,MPA,Blue Rockfish,September,35,118,2007
PL,MPA,Blue Rockfish,September,35,118,2007
PL,MPA,Blue Rockfish,September,31,118,2007
PL,MPA,Blue Rockfish,September,23,120,2007
PL,MPA,Blue Rockfish,September,32,120,2007
PL,MPA,Blue Rockfish,September,35,120,2007
PL,MPA,Blue Rockfish,September,24,120,2007
PL,MPA,Blue Rockfish,September,19,120,2007
PL,MPA,Blue Rockfish,September,20,120,2007
PL,MPA,Blue Rockfish,September,21,120,2007
PL,MPA,Blue Rockfish,September,28,83,2007
PL,MPA,Blue Rockfish,September,20,83,2007
PL,MPA,Blue Rockfish,September,18,83,2007
PL,MPA,Blue Rockfish,September,36,83,2007
PL,MPA,Blue Rockfish,September,30,83,2007
PL,MPA,Blue Rockfish,September,29,83,2007
PL,MPA,Blue Rockfish,September,32,83,2007
PL,MPA,Blue Rockfish,September,35,85,2007
PL,MPA,Blue Rockfish,September,30,85,2007
PL,MPA,Blue Rockfish,September,30,85,2007
PL,MPA,Blue Rockfish,September,32,85,2007
PL,MPA,Blue Rockfish,September,30,85,2007
PL,MPA,Blue Rockfish,September,29,85,2007
PL,MPA,Blue Rockfish,September,34,85,2007
PL,MPA,Blue Rockfish,September,22,85,2007
PL,MPA,Blue Rockfish,September,35,85,2007
PL,MPA,Blue Rockfish,September,31,85,2007
PL,MPA,Blue Rockfish,September,36,85,2007
PL,MPA,Blue Rockfish,September,34,85,2007
PL,MPA,Blue Rockfish,September,34,85,2007
PL,MPA,Blue Rockfish,September,35,85,2007
PL,MPA,Blue Rockfish,September,37,85,2007
PL,MPA,Blue Rockfish,September,37,85,2007
PL,MPA,Blue Rockfish,September,34,85,2007
PL,MPA,Blue Rockfish,September,37,85,2007
PL,MPA,Blue Rockfish,September,35,85,2007
PL,MPA,Blue Rockfish,September,33,85,2007
PL,MPA,Blue Rockfish,September,31,85,2007
PL,MPA,Blue Rockfish,September,31,85,2007
PL,MPA,Blue Rockfish,September,31,85,2007
PL,MPA,Blue Rockfish,September,26,85,2007
PL,MPA,Blue Rockfish,September,36,85,2007
PL,MPA,Blue Rockfish,September,34,85,2007
PL,MPA,Blue Rockfish,September,37,85,2007
PL,MPA,Blue Rockfish,September,35,85,2007
PL,MPA,Blue Rockfish,September,32,85,2007
PL,MPA,Blue Rockfish,September,36,85,2007
PL,MPA,Blue Rockfish,September,35,85,2007
PL,MPA,Blue Rockfish,September,21,85,2007
PL,MPA,Blue Rockfish,September,30,85,2007
PL,MPA,Blue Rockfish,September,29,85,2007
PL,MPA,Blue Rockfish,September,33,85,2007
PL,MPA,Blue Rockfish,September,34,85,2007
PL,MPA,Blue Rockfish,September,21,85,2007
PL,MPA,Blue Rockfish,September,19,85,2007
PL,MPA,Blue Rockfish,September,19,85,2007
PL,MPA,Blue Rockfish,September,18,85,2007
PL,MPA,Blue Rockfish,September,23,85,2007
PL,MPA,Blue Rockfish,September,33,85,2007
PL,MPA,Blue Rockfish,September,27,85,2007
PL,MPA,Blue Rockfish,September,18,85,2007
PL,MPA,Blue Rockfish,September,31,85,2007
PL,MPA,Blue Rockfish,September,30,75,2007
PL,MPA,Blue Rockfish,September,31,75,2007
PL,MPA,Blue Rockfish,September,32,75,2007
PL,MPA,Blue Rockfish,September,32,75,2007
PL,MPA,Blue Rockfish,September,30,57,2007
PL,MPA,Blue Rockfish,September,20,57,2007
PL,MPA,Blue Rockfish,September,27,57,2007
PL,MPA,Blue Rockfish,September,29,57,2007
PL,MPA,Blue Rockfish,September,25,100,2007
PL,MPA,Blue Rockfish,September,34,100,2007
PL,MPA,Blue Rockfish,September,28,100,2007
PL,MPA,Blue Rockfish,September,34,100,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,29,109,2007
PL,MPA,Blue Rockfish,September,35,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,34,109,2007
PL,MPA,Blue Rockfish,September,35,109,2007
PL,MPA,Blue Rockfish,September,30,109,2007
PL,MPA,Blue Rockfish,September,29,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,28,109,2007
PL,MPA,Blue Rockfish,September,25,109,2007
PL,MPA,Blue Rockfish,September,28,109,2007
PL,MPA,Blue Rockfish,September,28,109,2007
PL,MPA,Blue Rockfish,September,35,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,22,109,2007
PL,MPA,Blue Rockfish,September,19,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,22,109,2007
PL,MPA,Blue Rockfish,September,30,109,2007
PL,MPA,Blue Rockfish,September,30,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,24,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,29,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,28,109,2007
PL,MPA,Blue Rockfish,September,19,109,2007
PL,MPA,Blue Rockfish,September,21,109,2007
PL,MPA,Blue Rockfish,September,27,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,33,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,32,102,2007
PL,MPA,Blue Rockfish,September,19,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,30,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,34,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,18,102,2007
PL,MPA,Blue Rockfish,September,22,102,2007
PL,MPA,Blue Rockfish,September,25,102,2007
PL,MPA,Blue Rockfish,September,21,102,2007
PL,MPA,Blue Rockfish,September,23,102,2007
PL,MPA,Blue Rockfish,September,23,102,2007
PL,MPA,Blue Rockfish,September,21,102,2007
PL,MPA,Blue Rockfish,September,32,102,2007
PL,MPA,Blue Rockfish,September,31,102,2007
PL,MPA,Blue Rockfish,September,22,102,2007
PL,MPA,Blue Rockfish,September,19,102,2007
PL,MPA,Blue Rockfish,September,30,102,2007
PL,MPA,Blue Rockfish,September,17,102,2007
PL,MPA,Blue Rockfish,September,29,102,2007
PL,MPA,Blue Rockfish,September,18,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,19,102,2007
PL,MPA,Blue Rockfish,September,18,102,2007
PL,MPA,Blue Rockfish,September,17,102,2007
PL,MPA,Blue Rockfish,September,19,102,2007
PL,MPA,Blue Rockfish,September,31,102,2007
PL,MPA,Blue Rockfish,September,31,112,2007
PL,MPA,Blue Rockfish,September,33,112,2007
PL,MPA,Blue Rockfish,September,35,112,2007
PL,MPA,Blue Rockfish,September,32,112,2007
PL,MPA,Blue Rockfish,September,18,112,2007
PL,MPA,Blue Rockfish,September,29,112,2007
PL,MPA,Blue Rockfish,September,22,112,2007
PL,MPA,Blue Rockfish,September,18,112,2007
PL,MPA,Blue Rockfish,September,27,112,2007
PL,MPA,Blue Rockfish,September,18,108,2007
PL,MPA,Blue Rockfish,September,18,108,2007
PL,MPA,Blue Rockfish,September,18,108,2007
PL,MPA,Blue Rockfish,September,22,108,2007
PL,MPA,Blue Rockfish,September,30,108,2007
PL,MPA,Blue Rockfish,September,30,108,2007
PL,MPA,Blue Rockfish,September,28,108,2007
PL,MPA,Blue Rockfish,September,30,108,2007
PL,MPA,Blue Rockfish,September,22,108,2007
PL,MPA,Blue Rockfish,September,20,108,2007
PL,MPA,Blue Rockfish,September,33,102,2007
PL,MPA,Blue Rockfish,September,30,102,2007
PL,MPA,Blue Rockfish,September,20,102,2007
PL,MPA,Blue Rockfish,September,25,106,2007
PL,MPA,Blue Rockfish,September,32,106,2007
PL,MPA,Blue Rockfish,September,32,106,2007
PL,MPA,Blue Rockfish,September,25,106,2007
PL,MPA,Blue Rockfish,September,25,106,2007
PL,MPA,Blue Rockfish,September,22,106,2007
PL,MPA,Blue Rockfish,September,28,106,2007
PL,MPA,Blue Rockfish,September,32,106,2007
PL,MPA,Blue Rockfish,September,28,106,2007
PL,MPA,Blue Rockfish,September,23,106,2007
PL,MPA,Blue Rockfish,September,29,106,2007
PL,MPA,Blue Rockfish,September,32,106,2007
PL,MPA,Blue Rockfish,September,29,106,2007
PL,MPA,Blue Rockfish,September,,106,2007
PL,MPA,Blue Rockfish,September,29,106,2007
PL,MPA,Blue Rockfish,September,27,106,2007
PL,MPA,Blue Rockfish,September,29,80,2007
PL,MPA,Blue Rockfish,September,30,80,2007
PL,MPA,Blue Rockfish,September,35,80,2007
PL,MPA,Blue Rockfish,September,31,80,2007
PL,MPA,Blue Rockfish,September,32,80,2007
PL,MPA,Blue Rockfish,September,32,80,2007
PL,MPA,Blue Rockfish,September,30,80,2007
PL,MPA,Blue Rockfish,September,33,80,2007
PL,MPA,Blue Rockfish,September,31,80,2007
PL,MPA,Blue Rockfish,September,33,80,2007
PL,MPA,Blue Rockfish,September,29,80,2007
PL,MPA,Blue Rockfish,September,35,80,2007
PL,MPA,Blue Rockfish,September,31,80,2007
PL,MPA,Blue Rockfish,September,30,80,2007
PL,MPA,Blue Rockfish,September,33,80,2007
PL,MPA,Blue Rockfish,September,26,80,2007
PL,MPA,Blue Rockfish,September,29,80,2007
PL,MPA,Blue Rockfish,September,30,80,2007
PL,MPA,Blue Rockfish,September,23,80,2007
PL,MPA,Blue Rockfish,September,24,80,2007
PL,MPA,Blue Rockfish,September,30,80,2007
PL,MPA,Blue Rockfish,September,25,80,2007
PL,MPA,Blue Rockfish,September,33,80,2007
PL,MPA,Blue Rockfish,September,32,80,2007
PL,MPA,Blue Rockfish,September,30,80,2007
PL,MPA,Blue Rockfish,September,33,80,2007
PL,MPA,Blue Rockfish,September,31,80,2007
PL,MPA,Blue Rockfish,September,28,80,2007
PL,MPA,Blue Rockfish,September,27,80,2007
PL,MPA,Blue Rockfish,September,29,80,2007
PL,MPA,Blue Rockfish,September,23,80,2007
PL,MPA,Blue Rockfish,September,31,80,2007
PL,MPA,Blue Rockfish,September,29,119,2007
PL,MPA,Blue Rockfish,September,28,119,2007
PL,MPA,Blue Rockfish,September,25,119,2007
PL,MPA,Blue Rockfish,September,26,119,2007
PL,MPA,Blue Rockfish,September,29,119,2007
PL,MPA,Blue Rockfish,September,33,119,2007
PL,MPA,Blue Rockfish,September,29,119,2007
PL,MPA,Blue Rockfish,September,29,119,2007
PL,MPA,Blue Rockfish,September,28,119,2007
PL,MPA,Blue Rockfish,September,31,119,2007
PL,MPA,Blue Rockfish,September,24,119,2007
PL,MPA,Blue Rockfish,September,28,119,2007
PL,MPA,Blue Rockfish,September,27,119,2007
PL,MPA,Blue Rockfish,September,21,119,2007
PL,MPA,Blue Rockfish,September,20,119,2007
PL,MPA,Blue Rockfish,September,23,119,2007
PL,MPA,Blue Rockfish,September,26,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,24,109,2007
PL,MPA,Blue Rockfish,September,28,109,2007
PL,MPA,Blue Rockfish,September,23,109,2007
PL,MPA,Blue Rockfish,September,29,109,2007
PL,MPA,Blue Rockfish,September,25,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,19,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,21,109,2007
PL,MPA,Blue Rockfish,September,18,109,2007
PL,MPA,Blue Rockfish,September,22,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,17,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,35,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,22,109,2007
PL,MPA,Blue Rockfish,September,19,109,2007
PL,MPA,Blue Rockfish,September,32,109,2007
PL,MPA,Blue Rockfish,September,31,109,2007
PL,MPA,Blue Rockfish,September,30,109,2007
PL,MPA,Blue Rockfish,September,23,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,18,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,16,109,2007
PL,MPA,Blue Rockfish,September,29,109,2007
PL,MPA,Blue Rockfish,September,17,109,2007
PL,MPA,Blue Rockfish,September,20,109,2007
PL,MPA,Blue Rockfish,September,33,109,2007
PL,MPA,Blue Rockfish,September,24,109,2007
PL,MPA,Blue Rockfish,September,19,109,2007
PL,MPA,Blue Rockfish,September,18,109,2007
PL,MPA,Blue Rockfish,September,19,109,2007
PL,MPA,Blue Rockfish,September,31,100,2007
PL,MPA,Blue Rockfish,September,29,100,2007
PL,MPA,Blue Rockfish,September,29,100,2007
PL,MPA,Blue Rockfish,September,33,112,2007
PL,MPA,Blue Rockfish,September,31,98,2007
PL,MPA,Blue Rockfish,September,26,98,2007
PL,MPA,Blue Rockfish,September,35,90,2007
PL,MPA,Blue Rockfish,September,22,90,2007
PL,MPA,Blue Rockfish,September,22,90,2007
PL,MPA,Blue Rockfish,September,24,105,2007
PL,MPA,Blue Rockfish,September,23,105,2007
PL,MPA,Blue Rockfish,September,24,105,2007
PL,MPA,Blue Rockfish,September,29,105,2007
PL,MPA,Blue Rockfish,September,18,105,2007
PL,MPA,Blue Rockfish,September,18,105,2007
PL,MPA,Blue Rockfish,September,27,125,2007
PL,MPA,Blue Rockfish,September,21,125,2007
PL,MPA,Blue Rockfish,September,19,125,2007
PL,MPA,Blue Rockfish,September,29,125,2007
PL,MPA,Blue Rockfish,September,23,125,2007
PL,MPA,Blue Rockfish,September,19,125,2007
PL,MPA,Blue Rockfish,September,34,65,2007
PL,MPA,Blue Rockfish,September,29,65,2007
PL,MPA,Blue Rockfish,September,33,65,2007
PL,MPA,Blue Rockfish,September,34,65,2007
PL,MPA,Blue Rockfish,September,30,65,2007
PL,MPA,Blue Rockfish,September,20,65,2007
PL,MPA,Blue Rockfish,September,28,103,2007
PL,MPA,Blue Rockfish,September,24,56,2007
PL,MPA,Blue Rockfish,September,22,56,2007
PL,MPA,Blue Rockfish,September,28,56,2007
PL,MPA,Blue Rockfish,September,35,56,2007
PL,MPA,Blue Rockfish,September,22,56,2007
PL,MPA,Blue Rockfish,September,33,56,2007
PL,MPA,Blue Rockfish,September,31,56,2007
PL,MPA,Blue Rockfish,September,23,100,2007
PL,MPA,Blue Rockfish,September,23,90,2007
PL,MPA,Blue Rockfish,September,24,55,2007
PL,MPA,Blue Rockfish,September,23,65,2007
PL,MPA,Blue Rockfish,September,26,102,2007
PL,MPA,Blue Rockfish,September,32,102,2007
PL,MPA,Blue Rockfish,September,25,102,2007
PL,MPA,Blue Rockfish,September,37,102,2007
PL,MPA,Blue Rockfish,September,22,70,2007
PL,MPA,Blue Rockfish,September,24,70,2007
PL,MPA,Blue Rockfish,September,20,70,2007
PL,MPA,Blue Rockfish,September,21,70,2007
PL,MPA,Blue Rockfish,September,23,86,2007
PL,REF,Blue Rockfish,August,34,90,2008
PL,REF,Blue Rockfish,August,36,60,2008
PL,REF,Blue Rockfish,August,36,60,2008
PL,REF,Blue Rockfish,August,30,60,2008
PL,REF,Blue Rockfish,August,23,81,2008
PL,REF,Blue Rockfish,August,19,81,2008
PL,REF,Blue Rockfish,August,23,81,2008
PL,REF,Blue Rockfish,August,19,86,2008
PL,REF,Blue Rockfish,August,26,105,2008
PL,REF,Blue Rockfish,August,28,105,2008
PL,REF,Blue Rockfish,August,33,105,2008
PL,REF,Blue Rockfish,August,33,105,2008
PL,REF,Blue Rockfish,August,20,105,2008
PL,REF,Blue Rockfish,August,32,89,2008
PL,REF,Blue Rockfish,August,32,95,2008
PL,REF,Blue Rockfish,August,30,95,2008
PL,REF,Blue Rockfish,August,25,91,2008
PL,REF,Blue Rockfish,August,35,92,2008
PL,REF,Blue Rockfish,August,35,92,2008
PL,REF,Blue Rockfish,August,22,92,2008
PL,REF,Blue Rockfish,August,26,92,2008
PL,REF,Blue Rockfish,August,33,110,2008
PL,REF,Blue Rockfish,August,36,110,2008
PL,REF,Blue Rockfish,August,31,110,2008
PL,REF,Blue Rockfish,August,22,110,2008
PL,REF,Blue Rockfish,August,30,110,2008
PL,REF,Blue Rockfish,August,22,100,2008
PL,REF,Blue Rockfish,August,29,100,2008
PL,REF,Blue Rockfish,August,25,100,2008
PL,REF,Blue Rockfish,August,19,95,2008
PL,REF,Blue Rockfish,August,17,93,2008
PL,REF,Blue Rockfish,August,28,93,2008
PL,REF,Blue Rockfish,August,30,93,2008
PL,REF,Blue Rockfish,August,22,93,2008
PL,REF,Blue Rockfish,August,20,93,2008
PL,REF,Blue Rockfish,August,20,85,2008
PL,REF,Blue Rockfish,August,21,85,2008
PL,REF,Blue Rockfish,August,30,85,2008
PL,REF,Blue Rockfish,August,35,92,2008
PL,REF,Blue Rockfish,August,21,92,2008
PL,REF,Blue Rockfish,August,32,92,2008
PL,REF,Blue Rockfish,August,21,92,2008
PL,REF,Blue Rockfish,August,25,92,2008
PL,REF,Blue Rockfish,August,28,92,2008
PL,REF,Blue Rockfish,August,22,92,2008
PL,REF,Blue Rockfish,August,27,80,2008
PL,REF,Blue Rockfish,August,32,80,2008
PL,REF,Blue Rockfish,August,31,80,2008
PL,REF,Blue Rockfish,August,22,80,2008
PL,REF,Blue Rockfish,August,27,80,2008
PL,REF,Blue Rockfish,August,23,80,2008
PL,REF,Blue Rockfish,August,22,80,2008
PL,REF,Blue Rockfish,August,20,80,2008
PL,REF,Blue Rockfish,August,,80,2008
PL,REF,Blue Rockfish,August,23,80,2008
PL,REF,Blue Rockfish,August,34,93,2008
PL,MPA,Blue Rockfish,August,23,130,2009
PL,MPA,Blue Rockfish,August,23,95,2009
PL,MPA,Blue Rockfish,August,30,90,2009
PL,MPA,Blue Rockfish,August,24,90,2009
PL,MPA,Blue Rockfish,August,22,90,2009
PL,MPA,Blue Rockfish,August,23,90,2009
PL,MPA,Blue Rockfish,August,25,90,2009
PL,MPA,Blue Rockfish,August,25,102,2009
PL,MPA,Blue Rockfish,August,21,102,2009
PL,MPA,Blue Rockfish,August,20,102,2009
PL,MPA,Blue Rockfish,August,33,118,2009
PL,MPA,Blue Rockfish,August,27,118,2009
PL,MPA,Blue Rockfish,August,33,104,2009
PL,MPA,Blue Rockfish,August,30,104,2009
PL,MPA,Blue Rockfish,August,32,104,2009
PL,MPA,Blue Rockfish,August,28,104,2009
PL,MPA,Blue Rockfish,August,31,104,2009
PL,MPA,Blue Rockfish,August,24,120,2009
PL,MPA,Blue Rockfish,August,33,120,2009
