Area,Site (MPA/ REF),Common Name,Month,Length (cm),Depth Released (ft),Year
PL,MPA,Blue Rockfish,August,30,74,2007
PL,MPA,Blue Rockfish,August,29,74,2007
PL,MPA,Blue Rockfish,August,29,74,2007
PL,MPA,Blue Rockfish,August,31,74,2007
PL,MPA,Blue Rockfish,August,35,74,2007
PL,MPA,Blue Rockfish,August,34,74,2007
PL,MPA,Blue Rockfish,August,30,74,2007
PL,MPA,Blue Rockfish,August,33,74,2007
PL,MPA,Blue Rockfish,August,32,74,2007
PL,MPA,Blue Rockfish,August,31,74,2007
PL,MPA,Blue Rockfish,August,26,74,2007
PL,MPA,Blue Rockfish,August,33,74,2007
PL,MPA,Blue Rockfish,August,28,105,2007
PL,MPA,Blue Rockfish,August,16,105,2007
PL,MPA,Blue Rockfish,August,18,105,2007
PL,MPA,Blue Rockfish,August,19,105,2007
PL,MPA,Blue Rockfish,August,33,105,2007
PL,MPA,Blue Rockfish,August,19,105,2007
PL,MPA,Blue Rockfish,August,20,105,2007
PL,MPA,Blue Rockfish,August,32,105,2007
PL,MPA,Blue Rockfish,August,23,96,2007
PL,MPA,Blue Rockfish,August,19,96,2007
PL,MPA,Blue Rockfish,August,27,110,2007
PL,MPA,Blue Rockfish,July,34,75,2008
PL,MPA,Blue Rockfish,July,35,75,2008
PL,MPA,Blue Rockfish,July,34,75,2008
PL,MPA,Blue Rockfish,July,34,75,2008
PL,MPA,Blue Rockfish,July,26,75,2008
PL,MPA,Blue Rockfish,July,34,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,35,75,2008
PL,MPA,Blue Rockfish,July,34,75,2008
PL,MPA,Blue Rockfish,July,32,75,2008
PL,MPA,Blue Rockfish,July,29,75,2008
PL,MPA,Blue Rockfish,July,31,75,2008
PL,MPA,Blue Rockfish,July,29,75,2008
PL,MPA,Blue Rockfish,July,26,75,2008
PL,MPA,Blue Rockfish,July,26,75,2008
PL,MPA,Blue Rockfish,July,24,75,2008
PL,MPA,Blue Rockfish,July,22,75,2008
PL,MPA,Blue Rockfish,July,29,75,2008
PL,MPA,Blue Rockfish,July,30,75,2008
PL,MPA,Blue Rockfish,July,35,75,2008
PL,MPA,Blue Rockfish,July,30,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,26,75,2008
PL,MPA,Blue Rockfish,July,24,75,2008
PL,MPA,Blue Rockfish,July,30,75,2008
PL,MPA,Blue Rockfish,July,28,75,2008
PL,MPA,Blue Rockfish,July,21,75,2008
PL,MPA,Blue Rockfish,July,21,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,31,75,2008
PL,MPA,Blue Rockfish,July,30,75,2008
PL,MPA,Blue Rockfish,July,31,75,2008
PL,MPA,Blue Rockfish,July,32,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,24,60,2008
PL,MPA,Blue Rockfish,July,27,60,2008
PL,MPA,Blue Rockfish,July,31,60,2008
PL,MPA,Blue Rockfish,July,26,60,2008
PL,MPA,Blue Rockfish,July,32,60,2008
PL,MPA,Blue Rockfish,July,34,60,2008
PL,MPA,Blue Rockfish,July,34,78,2008
PL,MPA,Blue Rockfish,July,34,78,2008
PL,MPA,Blue Rockfish,July,34,78,2008
PL,MPA,Blue Rockfish,July,33,78,2008
PL,MPA,Blue Rockfish,July,31,65,2008
PL,MPA,Blue Rockfish,July,33,65,2008
PL,MPA,Blue Rockfish,July,32,65,2008
PL,MPA,Blue Rockfish,July,34,65,2008
PL,MPA,Blue Rockfish,July,31,65,2008
PL,MPA,Blue Rockfish,July,30,65,2008
PL,MPA,Blue Rockfish,July,33,65,2008
PL,MPA,Blue Rockfish,July,35,65,2008
PL,MPA,Blue Rockfish,July,26,65,2008
PL,MPA,Blue Rockfish,July,21,65,2008
PL,MPA,Blue Rockfish,July,30,65,2008
PL,MPA,Blue Rockfish,July,23,50,2008
PL,MPA,Blue Rockfish,July,32,50,2008
PL,MPA,Blue Rockfish,July,26,50,2008
PL,MPA,Blue Rockfish,July,31,50,2008
PL,MPA,Blue Rockfish,July,34,50,2008
PL,MPA,Blue Rockfish,July,32,50,2008
PL,MPA,Blue Rockfish,July,30,50,2008
PL,MPA,Blue Rockfish,July,33,50,2008
PL,MPA,Blue Rockfish,July,22,50,2008
PL,MPA,Blue Rockfish,July,33,95,2008
PL,MPA,Blue Rockfish,July,37,95,2008
PL,MPA,Blue Rockfish,July,29,95,2008
PL,MPA,Blue Rockfish,July,35,95,2008
PL,MPA,Blue Rockfish,July,34,95,2008
PL,MPA,Blue Rockfish,July,34,95,2008
PL,MPA,Blue Rockfish,July,37,95,2008
PL,MPA,Blue Rockfish,July,28,95,2008
PL,MPA,Blue Rockfish,July,29,95,2008
PL,MPA,Blue Rockfish,July,33,95,2008
PL,MPA,Blue Rockfish,July,33,95,2008
PL,MPA,Blue Rockfish,July,35,95,2008
PL,MPA,Blue Rockfish,July,33,95,2008
PL,MPA,Blue Rockfish,July,35,95,2008
PL,MPA,Blue Rockfish,July,35,95,2008
PL,MPA,Blue Rockfish,July,29,95,2008
PL,MPA,Blue Rockfish,July,36,80,2008
PL,MPA,Blue Rockfish,July,31,80,2008
PL,MPA,Blue Rockfish,July,33,80,2008
PL,MPA,Blue Rockfish,July,25,80,2008
PL,MPA,Blue Rockfish,July,36,80,2008
PL,MPA,Blue Rockfish,July,30,80,2008
PL,MPA,Blue Rockfish,July,33,80,2008
PL,MPA,Blue Rockfish,July,33,80,2008
PL,MPA,Blue Rockfish,July,27,90,2008
PL,MPA,Blue Rockfish,July,34,90,2008
PL,MPA,Blue Rockfish,July,25,90,2008
PL,MPA,Blue Rockfish,July,31,90,2008
PL,MPA,Blue Rockfish,July,34,90,2008
PL,MPA,Blue Rockfish,July,26,90,2008
PL,MPA,Blue Rockfish,July,32,90,2008
PL,MPA,Blue Rockfish,July,26,90,2008
PL,MPA,Blue Rockfish,July,24,90,2008
PL,MPA,Blue Rockfish,July,24,90,2008
PL,MPA,Blue Rockfish,July,21,75,2008
PL,MPA,Blue Rockfish,July,22,75,2008
PL,MPA,Blue Rockfish,July,24,75,2008
PL,MPA,Blue Rockfish,July,22,75,2008
PL,MPA,Blue Rockfish,July,23,75,2008
PL,MPA,Blue Rockfish,July,30,75,2008
PL,MPA,Blue Rockfish,July,26,75,2008
PL,MPA,Blue Rockfish,July,32,75,2008
PL,MPA,Blue Rockfish,July,28,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,27,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,31,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,30,75,2008
PL,MPA,Blue Rockfish,July,29,75,2008
PL,MPA,Blue Rockfish,July,30,75,2008
PL,MPA,Blue Rockfish,July,35,75,2008
PL,MPA,Blue Rockfish,July,26,88,2008
PL,MPA,Blue Rockfish,July,35,88,2008
PL,MPA,Blue Rockfish,July,34,88,2008
PL,MPA,Blue Rockfish,July,34,88,2008
PL,MPA,Blue Rockfish,July,27,88,2008
PL,MPA,Blue Rockfish,July,33,88,2008
PL,MPA,Blue Rockfish,July,31,88,2008
PL,MPA,Blue Rockfish,July,33,88,2008
PL,MPA,Blue Rockfish,July,34,88,2008
PL,MPA,Blue Rockfish,July,32,88,2008
PL,MPA,Blue Rockfish,July,27,88,2008
PL,MPA,Blue Rockfish,July,32,88,2008
PL,MPA,Blue Rockfish,July,29,88,2008
PL,MPA,Blue Rockfish,July,26,100,2008
PL,MPA,Blue Rockfish,July,24,100,2008
PL,MPA,Blue Rockfish,July,26,100,2008
PL,MPA,Blue Rockfish,July,25,100,2008
PL,MPA,Blue Rockfish,July,23,100,2008
PL,MPA,Blue Rockfish,July,25,100,2008
PL,MPA,Blue Rockfish,July,21,100,2008
PL,MPA,Blue Rockfish,July,21,75,2008
PL,MPA,Blue Rockfish,July,23,75,2008
PL,MPA,Blue Rockfish,July,33,75,2008
PL,MPA,Blue Rockfish,July,23,75,2008
PL,MPA,Blue Rockfish,July,19,75,2008
PL,MPA,Blue Rockfish,July,21,75,2008
PL,MPA,Blue Rockfish,July,32,85,2008
PL,MPA,Blue Rockfish,July,31,85,2008
PL,MPA,Blue Rockfish,July,35,85,2008
PL,MPA,Blue Rockfish,July,30,85,2008
PL,MPA,Blue Rockfish,July,33,85,2008
PL,MPA,Blue Rockfish,July,26,85,2008
PL,MPA,Blue Rockfish,July,32,85,2008
PL,MPA,Blue Rockfish,July,31,85,2008
PL,MPA,Blue Rockfish,July,33,85,2008
PL,MPA,Blue Rockfish,July,32,85,2008
PL,MPA,Blue Rockfish,July,31,85,2008
PL,MPA,Blue Rockfish,July,33,85,2008
PL,MPA,Blue Rockfish,July,25,85,2008
PL,MPA,Blue Rockfish,July,30,85,2008
PL,MPA,Blue Rockfish,July,32,85,2008
PL,MPA,Blue Rockfish,July,29,85,2008
PL,MPA,Blue Rockfish,July,34,85,2008
PL,MPA,Blue Rockfish,July,31,85,2008
PL,MPA,Blue Rockfish,July,33,85,2008
PL,MPA,Blue Rockfish,July,29,85,2008
PL,MPA,Blue Rockfish,July,33,85,2008
PL,MPA,Blue Rockfish,July,26,85,2008
PL,MPA,Blue Rockfish,July,31,70,2008
PL,MPA,Blue Rockfish,July,32,70,2008
PL,MPA,Blue Rockfish,July,30,70,2008
PL,MPA,Blue Rockfish,July,33,70,2008
PL,MPA,Blue Rockfish,July,27,70,2008
PL,MPA,Blue Rockfish,July,25,70,2008
PL,MPA,Blue Rockfish,July,27,70,2008
PL,MPA,Blue Rockfish,July,24,112,2008
PL,MPA,Blue Rockfish,July,21,112,2008
PL,MPA,Blue Rockfish,July,20,100,2008
PL,MPA,Blue Rockfish,July,21,100,2008
PL,MPA,Blue Rockfish,July,20,100,2008
PL,MPA,Blue Rockfish,July,22,100,2008
PL,MPA,Blue Rockfish,July,22,100,2008
PL,MPA,Blue Rockfish,July,22,100,2008
PL,MPA,Blue Rockfish,July,22,100,2008
PL,MPA,Blue Rockfish,July,19,100,2008
PL,MPA,Blue Rockfish,July,24,100,2008
PL,MPA,Blue Rockfish,July,22,100,2008
PL,MPA,Blue Rockfish,July,20,85,2008
PL,MPA,Blue Rockfish,July,19,85,2008
PL,MPA,Blue Rockfish,July,20,100,2008
PL,MPA,Blue Rockfish,July,29,108,2009
PL,MPA,Blue Rockfish,July,36,90,2009
PL,MPA,Blue Rockfish,July,33,90,2009
PL,MPA,Blue Rockfish,July,25,95,2009
PL,MPA,Blue Rockfish,July,25,95,2009
PL,MPA,Blue Rockfish,July,30,95,2009
PL,MPA,Blue Rockfish,July,24,95,2009
PL,MPA,Blue Rockfish,July,31,95,2009
PL,MPA,Blue Rockfish,July,33,95,2009
PL,MPA,Blue Rockfish,July,26,95,2009
PL,MPA,Blue Rockfish,July,23,95,2009
PL,MPA,Blue Rockfish,July,26,95,2009
PL,MPA,Blue Rockfish,July,31,95,2009
PL,MPA,Blue Rockfish,July,26,95,2009
PL,MPA,Blue Rockfish,July,25,95,2009
PL,MPA,Blue Rockfish,July,26,95,2009
PL,MPA,Blue Rockfish,July,24,95,2009
PL,MPA,Blue Rockfish,July,23,95,2009
PL,MPA,Blue Rockfish,July,21,114,2009
PL,MPA,Blue Rockfish,July,33,114,2009
PL,MPA,Blue Rockfish,July,33,114,2009
PL,MPA,Blue Rockfish,July,21,114,2009
PL,MPA,Blue Rockfish,July,23,114,2009
PL,MPA,Blue Rockfish,July,27,114,2009
PL,MPA,Blue Rockfish,July,33,102,2009
PL,MPA,Blue Rockfish,July,29,102,2009
PL,MPA,Blue Rockfish,July,34,102,2009
PL,MPA,Blue Rockfish,July,36,102,2009
PL,MPA,Blue Rockfish,July,32,102,2009
PL,MPA,Blue Rockfish,July,23,102,2009
PL,MPA,Blue Rockfish,July,21,102,2009
PL,MPA,Blue Rockfish,July,23,102,2009
PL,MPA,Blue Rockfish,July,23,102,2009
PL,MPA,Blue Rockfish,July,24,118,2009
PL,MPA,Blue Rockfish,July,24,118,2009
PL,MPA,Blue Rockfish,July,25,118,2009
PL,MPA,Blue Rockfish,July,23,118,2009
PL,MPA,Blue Rockfish,July,38,80,2009
PL,MPA,Blue Rockfish,July,21,90,2009
PL,MPA,Blue Rockfish,July,20,90,2009
PL,MPA,Blue Rockfish,July,23,90,2009
PL,MPA,Blue Rockfish,July,35,90,2009
PL,MPA,Blue Rockfish,July,29,90,2009
PL,MPA,Blue Rockfish,July,,90,2009
PL,MPA,Blue Rockfish,July,27,90,2009
PL,MPA,Blue Rockfish,July,24,90,2009
PL,MPA,Blue Rockfish,July,19,90,2009
PL,MPA,Blue Rockfish,July,32,90,2009
PL,MPA,Blue Rockfish,July,30,90,2009
PL,MPA,Blue Rockfish,July,25,90,2009
PL,MPA,Blue Rockfish,July,22,93,2009
PL,MPA,Blue Rockfish,July,24,93,2009
PL,MPA,Blue Rockfish,July,25,60,2009
PL,MPA,Blue Rockfish,July,20,95,2009
PL,MPA,Blue Rockfish,July,21,85,2009
PL,MPA,Blue Rockfish,July,22,109,2009
PL,MPA,Blue Rockfish,August,31,97,2010
PL,MPA,Blue Rockfish,August,29,104,2010
PL,MPA,Blue Rockfish,August,28,85,2010
PL,MPA,Blue Rockfish,August,32,85,2010
PL,MPA,Blue Rockfish,August,27,85,2010
PL,MPA,Blue Rockfish,August,27,98,2010
PL,MPA,Blue Rockfish,August,14,98,2010
PL,MPA,Blue Rockfish,August,27,90,2010
PL,MPA,Blue Rockfish,August,23,90,2010
PL,MPA,Blue Rockfish,August,28,89,2010
PL,MPA,Blue Rockfish,August,25,85,2010
PL,MPA,Blue Rockfish,August,28,89,2010
PL,MPA,Blue Rockfish,August,25,85,2010
PL,MPA,Blue Rockfish,August,26,85,2010
PL,MPA,Blue Rockfish,August,32,80,2010
PL,MPA,Blue Rockfish,August,29,80,2010
PL,MPA,Blue Rockfish,August,29,93,2010
PL,MPA,Blue Rockfish,August,28,72,2010
PL,MPA,Blue Rockfish,August,29,72,2010
PL,MPA,Blue Rockfish,August,26,80,2010
PL,MPA,Blue Rockfish,August,27,80,2010
PL,MPA,Blue Rockfish,August,31,77,2010
PL,MPA,Blue Rockfish,August,28,77,2010
PL,MPA,Blue Rockfish,August,31,77,2010
PL,MPA,Blue Rockfish,August,23,77,2010
PL,MPA,Blue Rockfish,August,31,77,2010
PL,MPA,Blue Rockfish,August,31,77,2010
PL,MPA,Blue Rockfish,August,27,77,2010
PL,MPA,Blue Rockfish,August,27,77,2010
PL,MPA,Blue Rockfish,August,26,91,2010
PL,MPA,Blue Rockfish,August,28,91,2010
PL,MPA,Blue Rockfish,August,29,91,2010
PL,MPA,Blue Rockfish,August,26,91,2010
PL,MPA,Blue Rockfish,August,25,91,2010
PL,MPA,Blue Rockfish,August,25,91,2010
PL,MPA,Blue Rockfish,August,26,82,2010
PL,MPA,Blue Rockfish,August,33,82,2010
PL,MPA,Blue Rockfish,August,28,82,2010
PL,MPA,Blue Rockfish,August,32,82,2010
PL,MPA,Blue Rockfish,August,32,87,2010
PL,MPA,Blue Rockfish,August,28,40,2010
PL,MPA,Blue Rockfish,August,30,78,2010
PL,MPA,Blue Rockfish,August,28,77,2010
PL,MPA,Blue Rockfish,August,31,82,2010
PL,MPA,Blue Rockfish,August,21,82,2010
PL,MPA,Blue Rockfish,August,30,106,2011
PL,MPA,Blue Rockfish,August,29,106,2011
PL,MPA,Blue Rockfish,August,32,115,2011
PL,MPA,Blue Rockfish,August,35,70,2011
PL,MPA,Blue Rockfish,August,29,125,2011
PL,MPA,Blue Rockfish,August,33,125,2011
PL,MPA,Blue Rockfish,August,32,125,2011
PL,MPA,Blue Rockfish,August,33,125,2011
PL,MPA,Blue Rockfish,August,32,96,2011
PL,MPA,Blue Rockfish,August,30,95,2011
PL,MPA,Blue Rockfish,August,30,95,2011
PL,MPA,Blue Rockfish,August,30,130,2011
PL,MPA,Blue Rockfish,August,25,130,2011
PL,MPA,Blue Rockfish,August,26,95,2012
PL,MPA,Blue Rockfish,August,32,80,2012
PL,MPA,Blue Rockfish,August,20,104,2012
PL,MPA,Blue Rockfish,August,33,104,2012
PL,MPA,Blue Rockfish,August,32,104,2012
PL,MPA,Blue Rockfish,August,31,104,2012
PL,MPA,Blue Rockfish,August,32,100,2012
PL,MPA,Blue Rockfish,August,30,100,2012
PL,MPA,Blue Rockfish,August,24,100,2012
PL,MPA,Blue Rockfish,August,31,100,2012
PL,MPA,Blue Rockfish,August,33,100,2012
PL,MPA,Blue Rockfish,August,37,100,2012
PL,MPA,Blue Rockfish,August,25,65,2012
PL,MPA,Blue Rockfish,August,24,87,2012
PL,MPA,Blue Rockfish,August,24,106,2012
PL,MPA,Blue Rockfish,August,24,106,2012
PL,REF,Blue Rockfish,August,31,95,2007
PL,REF,Blue Rockfish,August,22,95,2007
PL,REF,Blue Rockfish,August,32,78,2007
PL,REF,Blue Rockfish,August,29,78,2007
PL,REF,Blue Rockfish,August,28,50,2007
PL,REF,Blue Rockfish,August,25,50,2007
PL,REF,Blue Rockfish,August,35,50,2007
PL,REF,Blue Rockfish,August,28,40,2007
PL,REF,Blue Rockfish,August,30,40,2007
PL,REF,Blue Rockfish,August,27,85,2007
PL,REF,Blue Rockfish,August,28,91,2007
PL,REF,Blue Rockfish,August,33,50,2007
PL,REF,Blue Rockfish,August,33,74,2007
PL,REF,Blue Rockfish,August,30,65,2007
PL,REF,Blue Rockfish,August,28,71,2007
PL,REF,Blue Rockfish,August,26,71,2007
PL,REF,Blue Rockfish,August,30,55,2007
PL,REF,Blue Rockfish,August,31,55,2007
PL,REF,Blue Rockfish,August,30,55,2007
PL,REF,Blue Rockfish,August,34,55,2007
PL,REF,Blue Rockfish,August,35,82,2007
PL,REF,Blue Rockfish,August,18,82,2007
PL,REF,Blue Rockfish,August,35,54,2007
PL,REF,Blue Rockfish,August,34,54,2007
PL,REF,Blue Rockfish,August,36,54,2007
PL,REF,Blue Rockfish,August,30,54,2007
PL,REF,Blue Rockfish,August,35,80,2007
PL,REF,Blue Rockfish,August,29,80,2007
PL,REF,Blue Rockfish,August,27,66,2007
PL,REF,Blue Rockfish,August,36,66,2007
PL,REF,Blue Rockfish,August,17,75,2007
PL,REF,Blue Rockfish,August,34,75,2007
PL,REF,Blue Rockfish,August,20,76,2007
PL,REF,Blue Rockfish,August,17,76,2007
PL,REF,Blue Rockfish,August,29,85,2007
PL,REF,Blue Rockfish,August,23,93,2007
PL,REF,Blue Rockfish,August,20,87,2007
PL,REF,Blue Rockfish,August,27,87,2007
PL,REF,Blue Rockfish,August,31,95,2007
PL,REF,Blue Rockfish,August,20,92,2007
PL,REF,Blue Rockfish,August,31,91,2007
PL,REF,Blue Rockfish,August,16,91,2007
PL,REF,Blue Rockfish,August,30,91,2007
PL,REF,Blue Rockfish,August,19,91,2007
PL,REF,Blue Rockfish,August,22,85,2007
PL,REF,Blue Rockfish,August,17,85,2007
PL,REF,Blue Rockfish,August,21,52,2007
PL,REF,Blue Rockfish,August,31,52,2007
PL,REF,Blue Rockfish,August,21,52,2007
PL,REF,Blue Rockfish,August,36,70,2007
PL,REF,Blue Rockfish,August,32,70,2007
PL,REF,Blue Rockfish,August,27,70,2007
PL,REF,Blue Rockfish,August,29,90,2007
PL,REF,Blue Rockfish,August,23,90,2007
PL,REF,Blue Rockfish,August,22,90,2007
PL,REF,Blue Rockfish,August,31,90,2007
PL,REF,Blue Rockfish,August,33,85,2007
PL,REF,Blue Rockfish,August,31,85,2007
PL,REF,Blue Rockfish,August,35,85,2007
PL,REF,Blue Rockfish,August,28,85,2007
PL,REF,Blue Rockfish,August,17,85,2007
PL,REF,Blue Rockfish,August,17,95,2007
PL,REF,Blue Rockfish,August,31,95,2007
PL,REF,Blue Rockfish,August,22,91,2007
PL,REF,Blue Rockfish,August,19,95,2007
PL,REF,Blue Rockfish,August,23,78,2007
PL,REF,Blue Rockfish,August,31,78,2007
PL,REF,Blue Rockfish,August,19,66,2007
PL,REF,Blue Rockfish,August,29,71,2007
PL,REF,Blue Rockfish,August,22,71,2007
PL,REF,Blue Rockfish,August,21,71,2007
PL,REF,Blue Rockfish,August,20,71,2007
PL,REF,Blue Rockfish,August,18,85,2007
PL,REF,Blue Rockfish,August,22,95,2007
PL,REF,Blue Rockfish,August,28,95,2007
PL,REF,Blue Rockfish,August,22,76,2007
PL,REF,Blue Rockfish,August,26,76,2007
PL,REF,Blue Rockfish,August,29,76,2007
PL,REF,Blue Rockfish,August,27,76,2007
PL,REF,Blue Rockfish,August,26,88,2007
PL,REF,Blue Rockfish,August,31,88,2007
PL,REF,Blue Rockfish,August,27,88,2007
PL,REF,Blue Rockfish,August,20,88,2007
PL,REF,Blue Rockfish,August,30,88,2007
PL,REF,Blue Rockfish,August,33,88,2007
PL,REF,Blue Rockfish,August,30,88,2007
PL,REF,Blue Rockfish,July,31,95,2008
PL,REF,Blue Rockfish,July,27,95,2008
PL,REF,Blue Rockfish,July,26,52,2008
PL,REF,Blue Rockfish,July,26,105,2008
PL,REF,Blue Rockfish,July,24,105,2008
PL,REF,Blue Rockfish,July,26,105,2008
PL,REF,Blue Rockfish,July,31,105,2008
PL,REF,Blue Rockfish,July,20,95,2008
PL,REF,Blue Rockfish,July,20,95,2008
PL,REF,Blue Rockfish,July,30,95,2008
PL,REF,Blue Rockfish,July,32,73,2008
PL,REF,Blue Rockfish,July,34,100,2008
PL,REF,Blue Rockfish,July,36,100,2008
PL,REF,Blue Rockfish,July,23,100,2008
PL,REF,Blue Rockfish,July,31,55,2008
PL,REF,Blue Rockfish,July,26,55,2008
PL,REF,Blue Rockfish,July,36,55,2008
PL,REF,Blue Rockfish,July,32,55,2008
PL,REF,Blue Rockfish,July,29,55,2008
PL,REF,Blue Rockfish,July,27,62,2008
PL,REF,Blue Rockfish,July,34,62,2008
PL,REF,Blue Rockfish,July,29,62,2008
PL,REF,Blue Rockfish,July,26,62,2008
PL,REF,Blue Rockfish,July,25,62,2008
PL,REF,Blue Rockfish,July,30,62,2008
PL,REF,Blue Rockfish,July,26,62,2008
PL,REF,Blue Rockfish,July,32,62,2008
PL,REF,Blue Rockfish,July,27,62,2008
PL,REF,Blue Rockfish,July,24,62,2008
PL,REF,Blue Rockfish,July,22,62,2008
PL,REF,Blue Rockfish,July,19,104,2008
PL,REF,Blue Rockfish,July,31,104,2008
PL,REF,Blue Rockfish,July,25,104,2008
PL,REF,Blue Rockfish,July,30,104,2008
PL,REF,Blue Rockfish,July,31,104,2008
PL,REF,Blue Rockfish,July,31,104,2008
PL,REF,Blue Rockfish,July,22,104,2008
PL,REF,Blue Rockfish,July,29,104,2008
PL,REF,Blue Rockfish,July,19,91,2008
PL,REF,Blue Rockfish,July,30,91,2008
PL,REF,Blue Rockfish,July,34,91,2008
PL,REF,Blue Rockfish,July,22,91,2008
PL,REF,Blue Rockfish,July,30,80,2008
PL,REF,Blue Rockfish,July,20,80,2008
PL,REF,Blue Rockfish,July,24,80,2008
PL,REF,Blue Rockfish,July,35,80,2008
PL,REF,Blue Rockfish,July,22,80,2008
PL,REF,Blue Rockfish,July,30,85,2008
PL,REF,Blue Rockfish,July,21,85,2008
PL,REF,Blue Rockfish,July,23,68,2008
PL,REF,Blue Rockfish,July,24,68,2008
PL,REF,Blue Rockfish,July,31,68,2008
PL,REF,Blue Rockfish,July,23,68,2008
PL,REF,Blue Rockfish,July,28,68,2008
PL,REF,Blue Rockfish,July,31,100,2008
PL,REF,Blue Rockfish,July,32,100,2008
PL,REF,Blue Rockfish,July,27,100,2008
PL,REF,Blue Rockfish,July,20,100,2008
PL,REF,Blue Rockfish,July,29,100,2008
PL,REF,Blue Rockfish,July,18,100,2008
PL,REF,Blue Rockfish,July,22,100,2008
PL,REF,Blue Rockfish,July,34,100,2008
PL,REF,Blue Rockfish,July,23,112,2008
PL,REF,Blue Rockfish,July,29,112,2008
PL,REF,Blue Rockfish,July,30,112,2008
PL,REF,Blue Rockfish,July,27,112,2008
PL,REF,Blue Rockfish,July,33,112,2008
PL,REF,Blue Rockfish,July,27,112,2008
PL,REF,Blue Rockfish,July,26,95,2008
PL,REF,Blue Rockfish,July,30,95,2008
PL,REF,Blue Rockfish,July,28,110,2008
PL,REF,Blue Rockfish,July,35,110,2008
PL,REF,Blue Rockfish,July,33,90,2008
PL,REF,Blue Rockfish,July,34,90,2008
PL,REF,Blue Rockfish,July,31,90,2008
PL,REF,Blue Rockfish,July,30,90,2008
PL,REF,Blue Rockfish,July,32,55,2008
PL,REF,Blue Rockfish,July,35,55,2008
PL,REF,Blue Rockfish,July,28,55,2008
PL,REF,Blue Rockfish,July,30,55,2008
PL,REF,Blue Rockfish,July,30,55,2008
PL,REF,Blue Rockfish,July,22,55,2008
PL,REF,Blue Rockfish,July,30,55,2008
PL,REF,Blue Rockfish,July,29,55,2008
PL,REF,Blue Rockfish,July,36,55,2008
PL,REF,Blue Rockfish,July,25,85,2008
PL,REF,Blue Rockfish,July,26,85,2008
PL,REF,Blue Rockfish,July,19,110,2008
PL,REF,Blue Rockfish,July,28,110,2008
PL,REF,Blue Rockfish,July,21,110,2008
PL,REF,Blue Rockfish,July,24,110,2008
PL,REF,Blue Rockfish,July,32,110,2008
PL,REF,Blue Rockfish,July,33,110,2008
PL,REF,Blue Rockfish,July,29,80,2008
PL,REF,Blue Rockfish,July,24,105,2008
PL,REF,Blue Rockfish,July,32,95,2009
PL,REF,Blue Rockfish,July,26,95,2009
PL,REF,Blue Rockfish,July,22,95,2009
PL,REF,Blue Rockfish,July,24,85,2009
PL,REF,Blue Rockfish,July,25,85,2009
PL,REF,Blue Rockfish,July,27,85,2009
PL,REF,Blue Rockfish,July,24,100,2009
PL,REF,Blue Rockfish,July,31,89,2009
PL,REF,Blue Rockfish,July,24,100,2009
PL,REF,Blue Rockfish,July,23,100,2009
PL,REF,Blue Rockfish,July,23,100,2009
PL,REF,Blue Rockfish,July,31,100,2009
PL,REF,Blue Rockfish,July,23,140,2009
PL,REF,Blue Rockfish,August,29,100,2010
PL,REF,Blue Rockfish,August,33,100,2010
PL,REF,Blue Rockfish,August,26,80,2010
PL,REF,Blue Rockfish,August,26,80,2010
PL,REF,Blue Rockfish,August,25,90,2010
PL,REF,Blue Rockfish,August,29,95,2010
PL,REF,Blue Rockfish,August,31,100,2010
PL,REF,Blue Rockfish,August,33,90,2010
PL,REF,Blue Rockfish,August,31,80,2011
PL,REF,Blue Rockfish,August,30,100,2011
PL,REF,Blue Rockfish,August,32,85,2011
PL,REF,Blue Rockfish,August,31,85,2011
PL,REF,Blue Rockfish,August,32,80,2011
PL,REF,Blue Rockfish,August,31,112,2011
PL,MPA,Blue Rockfish,August,33,101,2007
PL,MPA,Blue Rockfish,August,26,70,2007
PL,MPA,Blue Rockfish,August,30,70,2007
PL,MPA,Blue Rockfish,August,34,76,2007
PL,MPA,Blue Rockfish,August,34,76,2007
PL,MPA,Blue Rockfish,August,27,76,2007
PL,MPA,Blue Rockfish,August,28,76,2007
PL,MPA,Blue Rockfish,August,26,76,2007
PL,MPA,Blue Rockfish,August,26,76,2007
PL,MPA,Blue Rockfish,August,27,76,2007
PL,MPA,Blue Rockfish,August,31,76,2007
PL,MPA,Blue Rockfish,August,27,76,2007
PL,MPA,Blue Rockfish,August,27,76,2007
PL,MPA,Blue Rockfish,August,25,76,2007
PL,MPA,Blue Rockfish,August,24,89,2007
PL,MPA,Blue Rockfish,August,26,89,2007
PL,MPA,Blue Rockfish,August,25,70,2007
PL,MPA,Blue Rockfish,August,28,70,2007
PL,MPA,Blue Rockfish,August,30,70,2007
